system:index,COUNTRY,EVI,GID_0,NDVI,SAMPLE_1,file_date,image_date,sza,time,vza,xco2,xco2_qual,xco2_sigma,.geo
2020_11_16_00000000000000000217_0,Vietnam,3819,VNM,6813,3.0,2020/11/08,2020-11-16,44.26358,2020/11/08 06:11:56.588,34.620132,414.769,0.0,0.5256835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.88307709791076,21.998318395045203]}"
2020_11_16_00000000000000000218_0,Vietnam,3819,VNM,6813,3.0,2020/11/08,2020-11-16,44.27041,2020/11/08 06:11:56.948,34.690163,413.979,0.0,0.5399912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.88307709791076,21.998318395045203]}"
2020_11_16_00000000000000000219_0,Vietnam,3926,VNM,7354,3.0,2020/11/08,2020-11-16,44.26255,2020/11/08 06:11:57.363,34.883766,413.89624,0.0,0.7056892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.88917874609396,21.98033198320001]}"
2020_11_16_0000000000000000021a_0,Vietnam,3792,VNM,7636,3.0,2020/11/08,2020-11-16,44.289997,2020/11/08 06:11:58.029,34.907642,412.45126,0.0,0.6533645,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.87698423911758,22.016304806890403]}"
2020_11_16_0000000000000000021b_0,Vietnam,4046,VNM,7180,3.0,2020/11/08,2020-11-16,44.346462,2020/11/08 06:11:58.588,34.689217,413.8487,0.0,0.688694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.84665179431612,22.10623686611638]}"
2020_11_16_0000000000000000021c_0,Vietnam,4802,VNM,7588,3.0,2020/11/08,2020-11-16,44.367218,2020/11/08 06:11:59.282,34.769577,414.2349,0.0,0.76712894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.84061167691607,22.124223277961576]}"
2020_11_16_0000000000000000021d_0,Vietnam,4009,VNM,6445,3.0,2020/11/08,2020-11-16,44.38117,2020/11/08 06:11:59.615,34.780434,412.8694,0.0,0.6135079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.83458035063336,22.142209689806773]}"
2020_11_16_0000000000000000021e_0,Vietnam,4142,VNM,7512,3.0,2020/11/08,2020-11-16,44.359646,2020/11/08 06:11:59.696,34.96188,412.6844,0.0,0.56055754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.86304542164702,22.115230072038976]}"
2020_11_16_0000000000000000021f_0,Vietnam,4594,VNM,5524,3.0,2020/11/08,2020-11-16,44.38071,2020/11/08 06:12:00.002,34.911446,411.85025,0.0,0.56661355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.84428960204305,22.142209689806773]}"
2020_11_16_00000000000000000220_0,Vietnam,5138,VNM,5299,3.0,2020/11/08,2020-11-16,44.373543,2020/11/08 06:12:00.029,34.972736,413.20752,0.0,0.5757638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.8570121777463,22.133216483884173]}"
2020_11_16_00000000000000000221_0,Vietnam,6267,VNM,8075,3.0,2020/11/08,2020-11-16,44.387493,2020/11/08 06:12:00.363,34.98295,412.68015,0.0,0.5842605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.8509877276416,22.151202895729366]}"
2020_11_16_00000000000000000222_0,Vietnam,4472,VNM,5900,3.0,2020/11/08,2020-11-16,44.46504,2020/11/08 06:12:01.228,34.71663,414.2942,0.0,0.5490518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.795591032037,22.259121366800542]}"
2020_11_16_00000000000000000223_0,Vietnam,4369,VNM,7569,3.0,2020/11/08,2020-11-16,44.457855,2020/11/08 06:12:01.642,34.9029,412.46915,0.0,0.5811236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.81128130151029,22.241134954955346]}"
2020_11_16_00000000000000000224_0,Vietnam,4304,VNM,8131,3.0,2020/11/08,2020-11-16,44.45736,2020/11/08 06:12:02.029,35.035225,412.93283,0.0,0.6154258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.82099739363497,22.241134954955346]}"
2020_11_16_00000000000000000225_0,Vietnam,4892,VNM,8461,3.0,2020/11/08,2020-11-16,44.52078,2020/11/08 06:12:02.562,34.7589,413.7574,0.0,0.75123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.77178225785718,22.331067014181325]}"
2020_11_16_00000000000000000226_0,Vietnam,5032,VNM,8743,3.0,2020/11/08,2020-11-16,44.534664,2020/11/08 06:12:02.895,34.769375,414.13718,0.0,0.5802582,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.76585204965032,22.34905342602652]}"
2020_11_16_00000000000000000227_0,Vietnam,4381,VNM,5733,3.0,2020/11/08,2020-11-16,44.499355,2020/11/08 06:12:03.029,35.06618,413.58072,0.0,0.7193866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.80310873671122,22.295094190490936]}"
2020_11_16_00000000000000000228_0,Vietnam,6029,VNM,7894,3.0,2020/11/08,2020-11-16,44.69685,2020/11/08 06:12:07.696,35.213543,414.6554,0.0,0.7702091,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.72750121042891,22.55589716224627]}"
2020_11_16_00000000000000000229_0,Vietnam,4565,VNM,7261,3.0,2020/11/13,2020-11-16,45.98953,2020/11/13 06:29:14.363,0.09859186,414.03732,0.0,0.47576687,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.51749081100544,20.982086125791653]}"
2020_11_16_0000000000000000022a_0,Vietnam,4565,VNM,7261,3.0,2020/11/13,2020-11-16,45.99514,2020/11/13 06:29:14.749,0.24115214,414.03967,0.0,0.48103175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.51749081100544,20.982086125791653]}"
2020_11_16_0000000000000000022b_0,Vietnam,4402,VNM,6527,3.0,2020/11/13,2020-11-16,46.159546,2020/11/13 06:29:18.002,0.15242118,413.57513,0.0,0.43797496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.45874008674151,21.215909479779196]}"
2020_11_16_0000000000000000022c_0,Vietnam,5198,VNM,7498,3.0,2020/11/13,2020-11-16,46.154938,2020/11/13 06:29:18.029,0.09852297,414.04367,0.0,0.4943246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.46208432987608,21.206916273856603]}"
2020_11_16_0000000000000000022d_0,Vietnam,3550,VNM,6049,3.0,2020/11/13,2020-11-16,46.403038,2020/11/13 06:29:22.895,0.5747736,412.67368,0.0,0.48993656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.36551551714697,21.548658098915315]}"
2020_11_16_0000000000000000022e_0,Vietnam,3586,VNM,5856,3.0,2020/11/13,2020-11-16,46.4139,2020/11/13 06:29:23.255,0.46391103,412.9092,0.0,0.4726574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.36225444340293,21.557651304837915]}"
2020_11_16_0000000000000000022f_0,Vietnam,4755,VNM,7491,3.0,2020/11/13,2020-11-16,46.429077,2020/11/13 06:29:23.588,0.46431625,412.0762,0.0,0.49151027,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.35573872251328,21.57563771668311]}"
2020_11_16_00000000000000000230_0,Vietnam,4262,VNM,6504,3.0,2020/11/13,2020-11-16,46.48711,2020/11/13 06:29:25.363,0.09624085,413.5637,0.0,0.45742258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.35878839705262,21.64758336406389]}"
2020_11_16_00000000000000000231_0,Vietnam,5195,VNM,7429,3.0,2020/11/13,2020-11-16,46.553513,2020/11/13 06:29:27.083,0.23364586,413.628,0.0,0.50644326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.33942530464846,21.728522217367274]}"
2020_11_16_00000000000000000232_0,Vietnam,4028,VNM,6301,3.0,2020/11/13,2020-11-16,46.58396,2020/11/13 06:29:27.749,0.23157464,411.9419,0.0,0.47580123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.33305179974245,21.77348824698026]}"
2020_11_16_00000000000000000233_0,Vietnam,4200,VNM,7092,3.0,2020/12/03,2020-11-16,40.54542,2020/12/03 06:02:51.029,32.027386,412.31784,0.0,0.4813262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.10594673993734,11.943914173580856]}"
2020_11_16_00000000000000000234_0,Vietnam,2901,VNM,5050,3.0,2020/12/03,2020-11-16,47.4004,2020/12/03 06:05:29.562,36.986767,414.73218,0.0,0.7650862,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.75462695365354,20.739269565881514]}"
2020_11_16_00000000000000000235_0,Vietnam,1341,VNM,2759,3.0,2020/12/03,2020-11-16,47.458813,2020/12/03 06:05:31.669,37.295616,416.86282,0.0,0.63242924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.75102192447034,20.802222007339697]}"
2020_11_16_00000000000000000236_0,Vietnam,4085,VNM,6771,3.0,2020/12/03,2020-11-16,47.844723,2020/12/03 06:05:39.562,37.32212,414.56677,0.0,0.77928644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.59784151353931,21.28785512715998]}"
2020_11_16_00000000000000000237_0,Vietnam,4900,VNM,6857,3.0,2020/12/03,2020-11-16,47.940746,2020/12/03 06:05:41.921,37.46181,415.06393,0.0,0.84367913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.56041389154305,21.395773598231152]}"
2020_11_16_00000000000000000238_0,Vietnam,4799,VNM,7147,3.0,2020/12/03,2020-11-16,47.969917,2020/12/03 06:05:42.975,37.617203,414.70895,0.0,0.72721237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.56733229702104,21.431746421921545]}"
2020_11_16_00000000000000000239_0,Vietnam,5538,VNM,8503,3.0,2020/12/03,2020-11-16,48.007626,2020/12/03 06:05:43.228,37.450993,413.90714,0.0,0.7566748,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53913579633317,21.48570565745713]}"
2020_11_16_0000000000000000023a_0,Vietnam,4589,VNM,6905,3.0,2020/12/15,2020-11-16,49.396854,2020/12/15 06:29:20.921,0.4490624,413.97476,0.0,0.4759147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.41012494419948,21.242889097546993]}"
2020_11_16_0000000000000000023b_0,Vietnam,4327,VNM,6594,3.0,2020/12/15,2020-11-16,49.528553,2020/12/15 06:29:23.588,0.4451951,413.99692,0.0,0.53431106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.36968672254241,21.404766804153752]}"
2020_11_16_0000000000000000023c_0,Vietnam,5913,VNM,8466,3.0,2020/12/15,2020-11-16,49.648727,2020/12/15 06:29:26.336,0.14645831,414.0421,0.0,0.5025283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.34944190738602,21.539664892992718]}"
2020_11_16_0000000000000000023d_0,Vietnam,3586,VNM,5856,3.0,2020/12/15,2020-11-16,49.668343,2020/12/15 06:29:27.083,0.25809827,412.19974,0.0,0.5395681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.36225444340293,21.557651304837915]}"
2020_12_02_00000000000000000000_0,Vietnam,4773,VNM,6207,3.0,2020/01/16,2020-12-02,37.950443,2020/01/16 06:13:54.255,0.41405305,410.80826,0.0,0.46279222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.82074850765743,11.47671245242957]}"
2020_12_02_00000000000000000001_0,Vietnam,3287,VNM,4930,3.0,2020/01/16,2020-12-02,37.937157,2020/01/16 06:13:54.336,0.10294125,411.75436,0.0,0.50787926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.84134689687002,11.458726040584374]}"
2020_12_02_00000000000000000002_0,Vietnam,4661,VNM,6103,3.0,2020/01/16,2020-12-02,37.957195,2020/01/16 06:13:54.642,0.19504806,410.83652,0.0,0.47647566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.83339480127542,11.485705658352169]}"
2020_12_02_00000000000000000003_0,Vietnam,4661,VNM,6103,3.0,2020/01/16,2020-12-02,37.963753,2020/01/16 06:13:55.029,0.0898844,411.4687,0.0,0.48765805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.83339480127542,11.485705658352169]}"
2020_12_02_00000000000000000004_0,Vietnam,4425,VNM,5773,3.0,2020/01/16,2020-12-02,37.95443,2020/01/16 06:13:55.083,0.28473127,410.24347,0.0,0.50560164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.84481128277906,11.467719246506972]}"
2020_12_02_00000000000000000005_0,Vietnam,5415,VNM,6502,3.0,2020/01/16,2020-12-02,37.969994,2020/01/16 06:13:55.416,0.2842092,410.76712,0.0,0.51241815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.84257178161529,11.485705658352169]}"
2020_12_02_00000000000000000006_0,Vietnam,2053,VNM,3002,3.0,2020/01/16,2020-12-02,39.764206,2020/01/16 06:14:32.255,0.42585403,411.28357,0.0,0.50177044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.32339338119317,13.778973168614607]}"
2020_12_02_00000000000000000007_0,Vietnam,4255,VNM,7422,3.0,2020/01/16,2020-12-02,39.78036,2020/01/16 06:14:32.588,0.42782143,410.56738,0.0,0.55904263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.31321779238087,13.796959580459802]}"
2020_12_02_00000000000000000008_0,Vietnam,3727,VNM,6977,3.0,2020/01/16,2020-12-02,39.92465,2020/01/16 06:14:35.588,0.43330252,408.8294,0.0,0.56158483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.27683554742319,13.976823698911758]}"
2020_12_02_00000000000000000009_0,Vietnam,5543,VNM,8572,3.0,2020/01/16,2020-12-02,40.45052,2020/01/16 06:14:46.642,0.21927328,411.91025,0.0,0.5389424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.13378658712489,14.624334525338801]}"
2020_12_02_0000000000000000000a_0,Vietnam,4985,VNM,8825,3.0,2020/01/16,2020-12-02,40.47973,2020/01/16 06:14:46.895,0.5491754,411.33447,0.0,0.46656978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.11878341624119,14.669300554951791]}"
2020_12_02_0000000000000000000b_0,Vietnam,4414,VNM,6762,3.0,2020/01/16,2020-12-02,40.4668,2020/01/16 06:14:46.975,0.21945114,410.10004,0.0,0.47764733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.13335511667538,14.642320937183998]}"
2020_12_02_0000000000000000000c_0,Vietnam,4257,VNM,8541,3.0,2020/01/16,2020-12-02,40.62639,2020/01/16 06:14:49.895,0.55361545,412.12683,0.0,0.5521988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.0779829395982,14.849164673403745]}"
2020_12_02_0000000000000000000d_0,Vietnam,211,VNM,198,3.0,2020/01/16,2020-12-02,40.75911,2020/01/16 06:14:52.975,0.21989578,412.15027,0.0,0.6171556,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.05701327711031,15.011042380010506]}"
2020_12_02_0000000000000000000e_0,Vietnam,6,VNM,6,3.0,2020/01/16,2020-12-02,41.849316,2020/01/16 06:15:14.921,0.4342714,412.67178,0.0,0.53818256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.74725280955553,16.351030062477577]}"
2020_12_02_0000000000000000000f_0,Vietnam,-458,VNM,-1897,3.0,2020/01/16,2020-12-02,41.84503,2020/01/16 06:15:14.948,0.32408208,410.7932,0.0,0.54498065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.75166439604426,16.34203685655498]}"
2020_12_02_00000000000000000010_0,Vietnam,1795,VNM,3492,3.0,2020/01/16,2020-12-02,41.84068,2020/01/16 06:15:14.975,0.21735784,411.38013,0.0,0.55194706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.75607823100808,16.333043650632384]}"
2020_12_02_00000000000000000011_0,Vietnam,373,VNM,386,3.0,2020/01/16,2020-12-02,41.82269,2020/01/16 06:15:15.083,0.27267104,411.5937,0.0,0.55451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.77870334141109,16.306064032864587]}"
2020_12_02_00000000000000000012_0,Vietnam,77,VNM,105,3.0,2020/01/16,2020-12-02,41.870167,2020/01/16 06:15:15.228,0.5458427,411.1382,0.0,0.5585415,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73403153956366,16.37800968024537]}"
2020_12_02_00000000000000000013_0,Vietnam,378,VNM,875,3.0,2020/01/16,2020-12-02,41.86596,2020/01/16 06:15:15.255,0.43480352,411.8386,0.0,0.56729156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73843638145257,16.369016474322777]}"
2020_12_02_00000000000000000014_0,Vietnam,477,VNM,997,3.0,2020/01/16,2020-12-02,41.861664,2020/01/16 06:15:15.282,0.32470787,411.2356,0.0,0.54627967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.74780951306951,16.369016474322777]}"
2020_12_02_00000000000000000015_0,Vietnam,-41,VNM,-42,3.0,2020/01/16,2020-12-02,41.857296,2020/01/16 06:15:15.309,0.21815544,411.94226,0.0,0.58584595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.7522161710182,16.360023268400177]}"
2020_12_02_00000000000000000016_0,Vietnam,-500,VNM,-1723,3.0,2020/01/16,2020-12-02,41.852905,2020/01/16 06:15:15.336,0.12591079,411.21338,0.0,0.60562325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.75662507743745,16.351030062477577]}"
2020_12_02_00000000000000000017_0,Vietnam,-137,VNM,-370,3.0,2020/01/16,2020-12-02,41.88247,2020/01/16 06:15:15.588,0.43497232,411.2063,0.0,0.578922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73460302867656,16.395996092090567]}"
2020_12_02_00000000000000000018_0,Vietnam,45,VNM,47,3.0,2020/01/16,2020-12-02,41.878174,2020/01/16 06:15:15.615,0.3248999,410.42435,0.0,0.5725518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73900294203546,16.38700288616797]}"
2020_12_02_00000000000000000019_0,Vietnam,-181,VNM,-683,3.0,2020/01/16,2020-12-02,41.873806,2020/01/16 06:15:15.642,0.21838962,409.8029,0.0,0.56169486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.74340510345422,16.37800968024537]}"
2020_12_02_0000000000000000001a_0,Vietnam,28,VNM,28,3.0,2020/01/16,2020-12-02,41.869415,2020/01/16 06:15:15.669,0.12622564,411.48853,0.0,0.5508049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.75718264468647,16.369016474322777]}"
2020_12_02_0000000000000000001b_0,Vietnam,-51,VNM,-53,3.0,2020/01/16,2020-12-02,41.86494,2020/01/16 06:15:15.696,0.09867146,412.37735,0.0,0.6364638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.76158887063228,16.360023268400177]}"
2020_12_02_0000000000000000001c_0,Vietnam,-478,VNM,-1315,3.0,2020/01/16,2020-12-02,41.855766,2020/01/16 06:15:15.749,0.27289274,410.4834,0.0,0.6322123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.77040806888512,16.34203685655498]}"
2020_12_02_0000000000000000001d_0,Vietnam,-20,VNM,-24,3.0,2020/01/16,2020-12-02,41.894688,2020/01/16 06:15:15.948,0.3250914,412.70505,0.0,0.6065625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73958022557784,16.404989298013167]}"
2020_12_02_0000000000000000001e_0,Vietnam,-196,VNM,-488,3.0,2020/01/16,2020-12-02,41.89032,2020/01/16 06:15:15.975,0.21862416,412.3666,0.0,0.58332384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.74397745792695,16.395996092090567]}"
2020_12_02_0000000000000000001f_0,Vietnam,-27,VNM,-27,3.0,2020/01/16,2020-12-02,41.872284,2020/01/16 06:15:16.083,0.27291185,409.3533,0.0,0.793281,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.76655577630339,16.369016474322777]}"
2020_12_02_00000000000000000020_0,Vietnam,7,VNM,7,3.0,2020/01/16,2020-12-02,41.915524,2020/01/16 06:15:16.255,0.43533307,413.6822,0.0,0.5534616,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.72640201633794,16.43196891578096]}"
2020_12_02_00000000000000000021_0,Vietnam,21,VNM,22,3.0,2020/01/16,2020-12-02,41.911243,2020/01/16 06:15:16.282,0.32536277,413.25247,0.0,0.56194174,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.730792504919,16.42297570985836]}"
2020_12_02_00000000000000000022_0,Vietnam,-237,VNM,-504,3.0,2020/01/16,2020-12-02,41.90689,2020/01/16 06:15:16.309,0.2190702,412.47275,0.0,0.57269776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73518524128711,16.413982503935763]}"
2020_12_02_00000000000000000023_0,Vietnam,-20,VNM,-24,3.0,2020/01/16,2020-12-02,41.902515,2020/01/16 06:15:16.336,0.12742108,411.67273,0.0,0.6151363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73958022557784,16.404989298013167]}"
2020_12_02_00000000000000000024_0,Vietnam,97,VNM,133,3.0,2020/01/18,2020-12-02,38.45599,2020/01/18 06:03:00.282,30.162725,412.70743,0.0,0.3893904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.2022158792928,13.796959580459802]}"
2020_12_02_00000000000000000025_0,Vietnam,265,VNM,441,3.0,2020/01/18,2020-12-02,38.464745,2020/01/18 06:03:00.642,30.233137,412.85367,0.0,0.416756,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.20642653173441,13.8059527863824]}"
2020_12_02_00000000000000000026_0,Vietnam,473,VNM,762,3.0,2020/01/18,2020-12-02,38.52182,2020/01/18 06:03:01.588,30.155195,414.52597,0.0,0.4054269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.17537501664788,13.877898433763184]}"
2020_12_02_00000000000000000027_0,Vietnam,1736,VNM,2832,3.0,2020/01/18,2020-12-02,38.51565,2020/01/18 06:03:01.615,30.213062,413.68564,0.0,0.38786906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.18040599940042,13.868905227840585]}"
2020_12_02_00000000000000000028_0,Vietnam,2328,VNM,3215,3.0,2020/01/18,2020-12-02,38.517952,2020/01/18 06:03:02.002,30.34403,414.11066,0.0,0.37820363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.18966925982326,13.868905227840585]}"
2020_12_02_00000000000000000029_0,Vietnam,1182,VNM,1867,3.0,2020/01/18,2020-12-02,38.526447,2020/01/18 06:03:02.363,30.417114,414.2579,0.0,0.38375902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.193902255718,13.877898433763184]}"
2020_12_02_0000000000000000002a_0,Vietnam,1333,VNM,2151,3.0,2020/01/18,2020-12-02,38.51986,2020/01/18 06:03:02.389,30.478977,414.6109,0.0,0.39373124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.19893252024613,13.868905227840585]}"
2020_12_02_0000000000000000002b_0,Vietnam,1425,VNM,2222,3.0,2020/01/18,2020-12-02,38.53494,2020/01/18 06:03:02.723,30.490385,414.35712,0.0,0.39676604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.19813827022365,13.88689163968578]}"
2020_12_02_0000000000000000002c_0,Vietnam,1758,VNM,2360,3.0,2020/01/18,2020-12-02,38.5911,2020/01/18 06:03:03.282,30.269558,413.94952,0.0,0.38081703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.15800021896558,13.958837287066563]}"
2020_12_02_0000000000000000002d_0,Vietnam,719,VNM,1668,3.0,2020/01/18,2020-12-02,38.584778,2020/01/18 06:03:03.309,30.328487,414.65137,0.0,0.3799937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.16300942837849,13.949844081143965]}"
2020_12_02_0000000000000000002e_0,Vietnam,2083,VNM,4103,3.0,2020/01/18,2020-12-02,38.59577,2020/01/18 06:03:04.056,30.531796,413.45255,0.0,0.39018402,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.17653394511484,13.958837287066563]}"
2020_12_02_0000000000000000002f_0,Vietnam,313,VNM,334,3.0,2020/01/18,2020-12-02,38.73189,2020/01/18 06:03:07.056,30.63214,414.02383,0.0,0.4112349,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.1331411858624,14.120714993673324]}"
2020_12_02_00000000000000000030_0,Vietnam,388,VNM,392,3.0,2020/01/18,2020-12-02,39.014275,2020/01/18 06:03:12.615,30.58849,413.0839,0.0,0.4190022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.02929278728249,14.480443230577237]}"
2020_12_02_00000000000000000031_0,Vietnam,1056,VNM,1468,3.0,2020/01/18,2020-12-02,39.02327,2020/01/18 06:03:12.975,30.657333,412.48685,0.0,0.43363884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.03371389209046,14.489436436499835]}"
2020_12_02_00000000000000000032_0,Vietnam,1069,VNM,1329,3.0,2020/01/18,2020-12-02,39.04953,2020/01/18 06:03:14.056,30.871586,413.07468,0.0,0.44551632,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.03327584083394,14.507422848345028]}"
2020_12_02_00000000000000000033_0,Vietnam,1050,VNM,1163,3.0,2020/01/18,2020-12-02,39.057896,2020/01/18 06:03:14.416,30.946274,413.17126,0.0,0.46354917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.03770570505422,14.516416054267628]}"
2020_12_02_00000000000000000034_0,Vietnam,481,VNM,526,3.0,2020/01/18,2020-12-02,39.07972,2020/01/18 06:03:14.723,30.895058,413.78128,0.0,0.41114786,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.02758177454417,14.552388877958018]}"
2020_12_02_00000000000000000035_0,Vietnam,389,VNM,393,3.0,2020/01/18,2020-12-02,39.244267,2020/01/18 06:03:18.389,31.038244,413.69397,0.0,0.43413568,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.9772593586103,14.75023940825517]}"
2020_12_02_00000000000000000036_0,Vietnam,439,VNM,452,3.0,2020/01/18,2020-12-02,39.25921,2020/01/18 06:03:18.723,31.051596,412.4346,0.0,0.43144086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.97697201828322,14.768225820100366]}"
2020_12_02_00000000000000000037_0,Vietnam,471,VNM,487,3.0,2020/01/18,2020-12-02,39.31267,2020/01/18 06:03:18.895,30.707464,412.54782,0.0,0.45813286,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.93394368794534,14.849164673403745]}"
2020_12_02_00000000000000000038_0,Vietnam,224,VNM,224,3.0,2020/01/18,2020-12-02,39.306515,2020/01/18 06:03:18.921,30.7641,413.51334,0.0,0.42483923,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.93871546426331,14.840171467481147]}"
2020_12_02_00000000000000000039_0,Vietnam,680,VNM,748,3.0,2020/01/18,2020-12-02,39.308895,2020/01/18 06:03:19.309,30.89364,413.98355,0.0,0.43331337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.94348952748102,14.831178261558549]}"
2020_12_02_0000000000000000003a_0,Vietnam,595,VNM,636,3.0,2020/01/18,2020-12-02,39.2893,2020/01/18 06:03:19.389,31.076324,412.48904,0.0,0.4342501,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.96712742885624,14.804198643790755]}"
2020_12_02_0000000000000000003b_0,Vietnam,145,VNM,151,3.0,2020/01/18,2020-12-02,39.33035,2020/01/18 06:03:19.615,30.846775,413.23193,0.0,0.42412338,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.93371169135962,14.867151085248942]}"
2020_12_02_0000000000000000003c_0,Vietnam,377,VNM,384,3.0,2020/01/18,2020-12-02,39.31101,2020/01/18 06:03:19.696,31.026703,413.76752,0.0,0.43448922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.9527926748158,14.831178261558549]}"
